LINGUA;Inicial;Palavra;SIGNIFICADO;Número de registros
Palikúr;N;Nadron-hin;Estou zangado;1
Palikúr;N;Natay-hapty;Eu vou com vocês;1
Palikúr;N;Natay-uty;Eu vou onde vocês estão;1
Palikúr;N;Namabip;estou cansado;1
Palikúr;N;Necam-sauê;tanga;1
Palikúr;O;Oraçú;laranja;1
Palikúr;O;Otaibi;orelha;1
Palikúr;O;Ororonê;relâmpago;1
Palikúr;O;Onin;água;1
Palikúr;P;Payrá;Bengala;1
Palikúr;P;Pinomá;boca;1
Palikúr;P;Piteuê;cabeça;1
Palikúr;P;Paratuene;cachaça;1
Palikúr;P;Peurú;cachorro;1
Palikúr;P;Paity;casa;1
Palikúr;P;Pupeyê;farinha;1
Palikúr;P;Paránienê;jacaré;1
Palikúr;P;Pinênê;língua;1
Palikúr;P;Pinarú;mãe;1
Palikúr;P;Piutê;olho;1
Palikúr;P;Pibietá;pescoço;1
Palikúr;P;Poraytê;remo;1
Palikúr;P;Piquemburá;unha;1
Palikúr;P;Piço;você;1
Palikúr;R;Rerapá;beber;1
Palikúr;R;Reuquêvê;dia;1
Palikúr;R;Rimanovrio;menina;1
Palikúr;R;Renkê;talvez;1
Palikúr;S;semá picá biane;Como está;1
Palikúr;T;Tucuá;Pomba galega;1
Palikúr;T;Tadá non bene;Vou passear;1
Palikúr;T;Tiquietê;fogo;1
Palikúr;T;Taquariê;menino;1
Palikúr;T;Tinogbne;mulher;1
Palikúr;T;Tukurú;pote;1
Palikúr;U;Uqueribê;beiço;1
Palikúr;U;Uani;braço;1
Palikúr;U;Ucepnun;cabelo;1
Palikúr;U;Uacababá;dedo;1
Palikúr;U;Uaibum;dente;1
Palikúr;U;Urapiupiú;estrela;1
Palikúr;U;Uacrú;mão;1
Palikúr;U;urana;paca;1
Palikúr;U;Uaricô;rio;1
Palikúr;Y;Yakote;flecha;1
Palikúr;Y;ye;sim;1
Paresí;A;alametoerê;arame de pescar;1
Paresí;A;alohen;araticum de árvore;1
Paresí;A;alôsso;arroz;1
Paresí;A;abobê;avó;1
Paresí;A;alatáguiri;borá (abelha);1
Paresí;A;alíxini;bravo (zangado);1
Paresí;A;alomê;bugio;1
Paresí;A;alatén;caboclo (árvore);1
Paresí;A;akiáakaitarê;caçador do campo;1
Paresí;A;airázôrô;cheiroso;1
Paresí;A;aicitonê;doença;1
Paresí;A;aikulitíkahen;dor de dentes;1
Paresí;A;akó;eis aí;1
Paresí;A;adjíe;fumo;1
Paresí;A;airazú;gostoso;1
Paresí;A;ainakuá;levantar;1
Paresí;A;akolatiá;levar;1
Paresí;A;a’tio;madeira;1
Paresí;A;alalá;mata-pasto;1
Paresí;A;akaé;muito;1
Paresí;A;alatá;pente;1
Paresí;A;ahonlê;quina;1
Paresí;A;aikuatá;sair;1
Paresí;A;aití-hin;tripa;1
Paresí;A;ahitê;urucu;1
Paresí;A;alágini;verdade;1
Paresí;A;ari-inánateu;adeus;1
Paresí;A;atiutú;avó;1
Paresí;A;auarüçü;caitetu;1
Paresí;A;autí;caminho;1
Paresí;A;aritititiní;camisa;1
Paresí;A;ati;casa;1
Paresí;A;arití-amúri;chefe temporal;1
Paresí;A;aritíuiêrê;doce;1
Paresí;A;aô;ema;1
Paresí;A;auxíra;esperar;1
Paresí;A;axití;estômago;1
Paresí;A;anolê;jacarandatã;1
Paresí;A;aozá;lobo;1
Paresí;A;atiúalanô;mangabeira brava;1
Paresí;A;amancerá-itá;mentira;1
Paresí;A;aniuti;mosquito;1
Paresí;A;auixí;mutum;1
Paresí;A;arê;paineira do chapadão;1
Paresí;A;aôlô;papagaio;1
Paresí;A;atoá;peneira;1
Paresí;A;azutü;sucupira-preta;1
Paresí;A;ariuá;tarumarana;1
Paresí;B;babá ou abá;pai;1
Paresí;C;cimêrê;fumaça;1
Paresí;C;cêcô;longe;1
Paresí;C;ceharitauá;machado de pedra;1
Paresí;C;ceuhari;pedra;1
Paresí;D;dahiolarê;vinhático;1
Paresí;E;ená-tatí;colar de contas (Kozárini);1
Paresí;E;enámôkôcê H.[homem] criança de peito – uirômôkôcê M.[mulher] cunhada (Kozárini) – nonãn;criança de peito;1
Paresí;E;enokôá;céu;1
Paresí;E;eritiahan;gafanhoto;1
Paresí;E;ena;homem;1
Paresí;E;enoarê;raio;1
Paresí;E;enorê;ser supremo;1
Paresí;E;ekokê;tia;1
Paresí;F;fakirí;coração-de-negro (árvore);1
Paresí;H;heuaká;apagar;1
Paresí;H;haká;cará;1
Paresí;H;hôôzi;cesta para dança;1
Paresí;H;hihivê;flor (Uaimaré);1
Paresí;H;haoteu;macaco;1
Paresí;H;hahan;sim (assentimento);1
Paresí;I;ikatümani;andar;1
Paresí;I;iuêtonikôn;bracelete feito com a carapaça do tatu;1
Paresí;I;iomêrê;branco;1
Paresí;I;iamaká;capela;1
Paresí;I;irikutiá-átia;cortar pau;1
Paresí;I;ichiçá;cuia;1
Paresí;I;içônê;dar;1
Paresí;I;içaunitá;deixar;1
Paresí;I;içámaká;dormir;1
Paresí;I;italá;ele;1
Paresí;I;içôká;eles – içôká;1
Paresí;I;içuaná;entrar;1
Paresí;I;irikutiahãn;fazer rumo;1
Paresí;I;itihánarê;feiriceiro;1
Paresí;I;ivití;flor (Kozárini);1
Paresí;I;irikatí;fogo;1
Paresí;I;ikinátereu;forte (valente);1
Paresí;I;iezô;gelo (granizo);1
Paresí;I;iantá;ir;1
Paresí;I;itaiti ou tahití;liga tibial de algodão (Kozárini);1
Paresí;I;irikietá;luz;1
Paresí;I;inirá;pau-seco;1
Paresí;I;iniê;pequeno;1
Paresí;I;ihatianêzê;pinguela;1
Paresí;I;inirá;pouco;1
Paresí;I;imazaratí;preguiçoso;1
Paresí;I;imití;saiote de algodão;1
Paresí;I;itiá-menocê;tapera;1
Paresí;I;ihôzarê;velho;1
Paresí;I;içô;você;1
Paresí;K;korê-ôkô;Arco;1
Paresí;K;kekêrê;Cutia;1
Paresí;K;kuái;abano;1
Paresí;K;kaminhín;agulha de pau para arrematar o imití;1
Paresí;K;konôhê;algodão;1
Paresí;K;kon-haló;ananás bravo;1
Paresí;K;kotuí;anta;1
Paresí;K;kolô;arara-vermelha;1
Paresí;K;kakirimarê;araraúna;1
Paresí;K;kahanzê;bastante;1
Paresí;K;kamataú;bom-dia (Kozárini);1
Paresí;K;kakaiharê;cansado;1
Paresí;K;kaiuiná;cantar;1
Paresí;K;koêré;carrapato;1
Paresí;K;konohí-inaçá;carretel;1
Paresí;K;kuatiá;caçar no campo (Kozárini);1
Paresí;K;kakôniçá;caçar no mato (Kozárini);1
Paresí;K;kôhôn;cesta de carga;1
Paresí;K;kôhõn-kichí;cesta de carga;1
Paresí;K;kaukê-ená;chegar;1
Paresí;K;kuruçü;chumbo;1
Paresí;K;konokoá;cinta de algodão;1
Paresí;K;kavalavití;cinta de contas (Kozárini);1
Paresí;K;kutiúnaçü;cocho para chicha;1
Paresí;K;kêtêhê;conserva de mandioca;1
Paresí;K;Kozárini – nohãn;cunhado (Kozárini);1
Paresí;K;kotála;curicaca;1
Paresí;K;kauêakití;doença (trauma);1
Paresí;K;korenaçü;espingarda;1
Paresí;K;küçú;faca;1
Paresí;K;kúçú kalorê;facão;1
Paresí;K;Kaxinití – tiolohen;farinha (Kaxinití);1
Paresí;K;Kozárini – toloivê;farinha (Kozárini);1
Paresí;K;kumatáirú;feijão-de-vara;1
Paresí;K;kumatá;feijão-pampa;1
Paresí;K;kumatá-kierê;feijão-preto;1
Paresí;K;kumatá-zoterê;feijão-vermelho;1
Paresí;K;kaulônená;festa grande;1
Paresí;K;korê;flecha em geral;1
Paresí;K;korekakoanihakákotuí;flecha para anta (Uaimaré);1
Paresí;K;korekakoanihaká;flecha para ave (Uaimaré);1
Paresí;K;kôrêkakoánihakiní;flecha para aves (Kozárini);1
Paresí;K;katáikorê;foice;1
Paresí;K;kairí;fome;1
Paresí;K;kumã;fruta-de-veado (árvore);1
Paresí;K;kozeto-hên;fubá;1
Paresí;K;kachiçalá;gafanhoto grande;1
Paresí;K;kalorê;grande;1
Paresí;K;karêke;indaiá do campo;1
Paresí;K;kozuí;jacutinga;1
Paresí;K;kuíri;jandaia;1
Paresí;K;kozohín;lagartixa;1
Paresí;K;kaláuatí;liga humeral;1
Paresí;K;katiuolahin;liga tibial de algodão (Uaimaré);1
Paresí;K;katiulatí;liga tibial do algodão (Kozárini);1
Paresí;K;kinorekuatí;liga tíbio-társica de algodão;1
Paresí;K;konohí-iomerê;linha branca;1
Paresí;K;konohí-kierê;linha preta;1
Paresí;K;konohí-izôterê;linha vermelha;1
Paresí;K;kaitáruçü;lixinha (árvore);1
Paresí;K;kaiê;lua;1
Paresí;K;ketê;mandioca-brava;1
Paresí;K;katitulá;mangaba;1
Paresí;K;kôlôhôn;mato;1
Paresí;K;kozêtoiomêrê;milho;1
Paresí;K;kôzôtô;milho (Kaxinití);1
Paresí;K;kozêto;milho (Uaimaré);1
Paresí;K;katazeurê;mingau de mandioca;1
Paresí;K;kamulazá;mingau de milho;1
Paresí;K;kalorê;muito (grande);1
Paresí;K;kalumáinarê;mulata ou garapa;1
Paresí;K;kaiminití;nuvem;1
Paresí;K;konokoá;ornato de algodão;1
Paresí;K;kamáihinhokô;ornato de penas de tucano para a cabeça;1
Paresí;K;kôrihon;ouriço;1
Paresí;K;koremá;pau-de-breu;1
Paresí;K;kotinú;pau-terra;1
Paresí;K;kuhaçú;peixe;1
Paresí;K;kilia-kôciti;pena para o nariz;1
Paresí;K;kani;pequi;1
Paresí;K;kodjía;perdiz;1
Paresí;K;kolôlôtiamarê;pimenta-de-macaco;1
Paresí;K;kïï-itï;poeira;1
Paresí;K;kenaikí;polvilho (Kozárini);1
Paresí;K;kiarirô;poncho;1
Paresí;K;kierê ou kiakáka;preto;1
Paresí;K;korenê;pólvora;1
Paresí;K;kamaikuá;pôr-do-sol;1
Paresí;K;koláta;sariema;1
Paresí;K;kôkô;sogro;1
Paresí;K;kamái;sol;1
Paresí;K;kakuáhan;subir (às árvores);1
Paresí;K;kotahôn-on;tanajura;1
Paresí;K;korétá;taquarinha;1
Paresí;K;kôkô;tio;1
Paresí;K;kôlôhôn;árvore;1
Paresí;M;makáni;amanhã;1
Paresí;M;mahára;angelim do campo;1
Paresí;M;mairátuati;anzol;1
Paresí;M;malátezôterê;aracuã;1
Paresí;M;matukú;cabaça;1
Paresí;M;matokô;cabaça grande;1
Paresí;M;matokocê;cabaça pequena;1
Paresí;M;mitôcê;cabelo-de-negro (árvore);1
Paresí;M;maceu (eu francês);campo;1
Paresí;M;matekê;cipó-imbé;1
Paresí;M;maihácití;coração (dele);1
Paresí;M;makáno;corda;1
Paresí;M;mirí;couro;1
Paresí;M;munurí;cupim;1
Paresí;M;manakatá;guapeva;1
Paresí;M;maui-iussú;inhambu;1
Paresí;M;malate;jacucaca;1
Paresí;M;makukauá;jaó;1
Paresí;M;mataná-arití;jogo da bola;1
Paresí;M;mauíe;macuco;1
Paresí;M;mahan;mel;1
Paresí;M;mamá ou amá;mãe;1
Paresí;M;makiá;noite;1
Paresí;M;maiçá;não;1
Paresí;M;mauêkorê;pão-de-morcego (árvore);1
Paresí;M;maká;rede;1
Paresí;M;maceune;roça;1
Paresí;M;maiçá-uaiázü;ruim;1
Paresí;M;maxálalagá;saracura-do-chapadão;1
Paresí;M;malulá;tatu-canastra;1
Paresí;M;makuriçá;tatu-cascudo (peludo);1
Paresí;N;nauênakarí;aldeia;1
Paresí;N;numázalotá;alegre;1
Paresí;N;nohinauê;amigo;1
Paresí;N;nikarê;assim;1
Paresí;N;nakuãn;banhar-se;1
Paresí;N;nikaretá (uakatú);bastante;1
Paresí;N;namôkutiá;bater;1
Paresí;N;narináutirá;batida (caminho feito pelo andar);1
Paresí;N;notrá;beber;1
Paresí;N;nozotenideakún;bexiga;1
Paresí;N;nôkánaçü;boca;1
Paresí;N;nôkanô;braço;1
Paresí;N;nôçui;cabelo;1
Paresí;N;nôçueri;cabeça;1
Paresí;N;nôkauki;chegar;1
Paresí;N;naniçá;comer;1
Paresí;N;netatí;conta (miçanga);1
Paresí;N;nômáihací;coração (meu);1
Paresí;N;natê-ená ou hatê-êna;correr;1
Paresí;N;nokaihi;cérebro;1
Paresí;N;nôkahin-hin;dedo;1
Paresí;N;neukutuá;deitar;1
Paresí;N;naikurí;dente;1
Paresí;N;nôcitari;dorso da mão;1
Paresí;N;natü (nô);eu;1
Paresí;N;niaurí;falar;1
Paresí;N;nitianí;filho;1
Paresí;N;notiaurí;fronte;1
Paresí;N;nudzimariní;irmão;1
Paresí;N;nômarihí;linha de pescar;1
Paresí;N;nôkerêu;lábio;1
Paresí;N;nôniniçô;língua;1
Paresí;N;niráuiní;língua (idioma);1
Paresí;N;nihaká;matar;1
Paresí;N;nôkahin;mão;1
Paresí;N;namazakuá-oné;nadar;1
Paresí;N;nôkuí;nariz;1
Paresí;N;nuxuiêtê;neto;1
Paresí;N;nozái;nora;1
Paresí;N;natütamákêrê;nós;1
Paresí;N;nôzôçü;olho;1
Paresí;N;nôtinihê;orelha;1
Paresí;N;nokahim;palma da mão;1
Paresí;N;nôtikolá;peito;1
Paresí;N;nohozü;perna;1
Paresí;N;naritá;perto;1
Paresí;N;nohiuô;pescoço;1
Paresí;N;noholôkônê;puxar – noholôkônê;1
Paresí;N;nokixi;pé;1
Paresí;N;nôkôlô;queixo;1
Paresí;N;nakêrô;sogra;1
Paresí;N;nemakí;sono;1
Paresí;N;noríth;tamanduá-mirim;1
Paresí;N;nanä;tocandira;1
Paresí;N;nozánita;vou eu;1
Paresí;O;oluiri;algodão do campo;1
Paresí;O;olonití;bebida fermentada de mandioca;1
Paresí;O;okütitiní;calças;1
Paresí;O;onêhená;chover;1
Paresí;O;oné;chuva;1
Paresí;O;oi;cobra;1
Paresí;O;ozarí;jatobá do mato;1
Paresí;O;oluimá;laranjeira do chapadão;1
Paresí;O;onoê;olho de boi;1
Paresí;O;oairô;pato;1
Paresí;O;ozeu;porco-do-mato;1
Paresí;O;okozakuá;pântano;1
Paresí;O;otoká (?);receber;1
Paresí;O;onotálôlôtá;trovão;1
Paresí;O;olohôn;urubu;1
Paresí;O;oiê;veado-mateiro;1
Paresí;O;oné;água;1
Paresí;S;suçukorê;beiju grande, assado no borralho;1
Paresí;S;süzári;pedra canga;1
Paresí;S;suare?;que;1
Paresí;S;sáiuesarati;suspensórios de algodão para os órgãos genitais;1
Paresí;T;tihô-ê;arara amarela;1
Paresí;T;tiorêrê;azul;1
Paresí;T;tiuka-hazêzê;baixo;1
Paresí;T;tíhalô;cacete (Uaimaré antigo);1
Paresí;T;tiohun;cacete (Uaimaré moderno);1
Paresí;T;takorê;capitão-do-campo (árvore);1
Paresí;T;tiavô;clava de guerra;1
Paresí;T;tiômitarê;cozinheiro;1
Paresí;T;tsín-halí;flauta nasal;1
Paresí;T;tianá;folha;1
Paresí;T;tihalôhuihiê;frio;1
Paresí;T;tiirú;fuso;1
Paresí;T;takuirá;galinha – takuirá;1
Paresí;T;takuirá-enarê;galo;1
Paresí;T;tuitá;gente;1
Paresí;T;tauá;machado;1
Paresí;T;tutiokauê;mandioca-amarela;1
Paresí;T;tahuliú;marmelada do chapadão;1
Paresí;T;tahiraã;medo;1
Paresí;T;tatáikúa;meio-dia;1
Paresí;T;tôhêrí;paneiro;1
Paresí;T;tonokauê;paratudo (árvore);1
Paresí;T;tonoetô;pau-de-bugre;1
Paresí;T;tinivê-akolatí;pingente de contas para as orelhas (Kozárini);1
Paresí;T;tiunúre;pium;1
Paresí;T;tihun-iukakalá;retrato;1
Paresí;T;tigorê;tamanduá-bandeira;1
Paresí;T;tarahãn;tambe;1
Paresí;T;tonokoatí;tosse;1
Paresí;T;tianá;verde;1
Paresí;T;teuoná;vir;1
Paresí;U;uaidê-hokô;abelha;1
Paresí;U;umatitocê;agulha de pau para tecer o imití;1
Paresí;U;uaházêzê;alto;1
Paresí;U;uxikerê;amarelo;1
Paresí;U;uaiacê;amendoim;1
Paresí;U;uaikohen;areia;1
Paresí;U;uikazá;bebida de milho;1
Paresí;U;uaiê;bom;1
Paresí;U;uzalauáká;bom-dia (Kaxinití);1
Paresí;U;uerauka;bom-dia (Uaimaré);1
Paresí;U;uaiê-harê;bonito;1
Paresí;U;uaiê-halocê;bonito (muito);1
Paresí;U;uatiçá;bracelete feito com a cauda do tatu;1
Paresí;U;ualaçü;cabeça (chocalho, brinquedo de criança);1
Paresí;U;uáitiá;calor;1
Paresí;U;uatiácezalo;charravascal;1
Paresí;U;uti-arití;chefe espiritual;1
Paresí;U;uakánorê;coatá;1
Paresí;U;Uaimaré – notiáunerô;cunhado (Uaimaré);1
Paresí;U;uazúliatiá;cágado;1
Paresí;U;ualákorê;dourado (peixe);1
Paresí;U;uaihalá;flecha de ponta larga de taquara;1
Paresí;U;uakurí;guariroba-do-campo;1
Paresí;U;uahaarü;guerreiro;1
Paresí;U;uerauka;hoje;1
Paresí;U;uatá;jatobá do cerrado;1
Paresí;U;uhiça;katipé (árvore);1
Paresí;U;uiçatí;lenha;1
Paresí;U;uazalô;lobinho;1
Paresí;U;uirô;mulher (Kaxinití);1
Paresí;U;uháinamá;nós;1
Paresí;U;utiarití;padre;1
Paresí;U;ualakú;piaba;1
Paresí;U;uatiazá;pomba;1
Paresí;U;uialô;pão-doce (árvore);1
Paresí;U;uairiati;remédio;1
Paresí;U;uariçá;seringueira;1
Paresí;U;uazánakahin;sucupira-branca, faveira;1
Paresí;U;uitámakêre;sábio;1
Paresí;U;uaikôen;terra;1
Paresí;U;uáiiní;triste;1
Paresí;U;uailá ou ouaiá;vamos;1
Paresí;U;uaiadeu;vão eles;1
Paresí;X;xiualô;borrachudo;1
Paresí;X;xapepá;chapéu;1
Paresí;X;xevorezá;chuva grande;1
Paresí;X;ximuzuatí;defluxo;1
Paresí;X;xuaxi;jabuticaba do cerrado;1
Paresí;X;xenícê;jaguatirica;1
Paresí;X;xenikazierêre;onça-parda;1
Paresí;X;xení;onça-pintada;1
Paresí;X;xenikierê;onça-preta;1
Paresí;X;xiriakariceu;vomitar;1
Paresí;Z;zaritaçü;almécega;1
Paresí;Z;zalaui;araruta;1
Paresí;Z;zazorí;arco-íris;1
Paresí;Z;zotiákití;aurora;1
Paresí;Z;zômo;beiju (Kozárini);1
Paresí;Z;zuvitiá;caju (Kozárini);1
Paresí;Z;zuitiá;caju (Uaimaré);1
Paresí;Z;zotonoteu (eu francês);cambará amarelo;1
Paresí;Z;zahïn-olarê;carvão-vermelho (árvore);1
Paresí;Z;zaníkonikarê;caçador do mato;1
Paresí;Z;zôzá;chocalho feito de pequi, para o tornozelo;1
Paresí;Z;zoraçü-xahion;cometa;1
Paresí;Z;zuimã;criança;1
Paresí;Z;zaiakúti;escudo de folhas para caçar;1
Paresí;Z;zamáta;faixa de carregar criança;1
Paresí;Z;zauinê;gravatá;1
Paresí;Z;zohôn;lagarto;1
Paresí;Z;zuzá;liga tíbio-társica com guizos de pequi;1
Paresí;Z;zaúna;morro;1
Paresí;Z;zuimáhalutí;moça;1
Paresí;Z;zurirô;mulher (Uaimaré);1
Paresí;Z;zaolô;ornato de penas de gavião para a cabeça;1
Paresí;Z;zútiaharê;pacu pintado;1
Paresí;Z;zuiman-arití;rapaz;1
Paresí;Z;zamôriná;seputá do cerrado;1
Paresí;Z;zotiáre;veado-catingueiro;1
Paresí;Z;zotiáre-kuakêrê;veado-do-campo;1
Paresí;Z;zamarí;veneno;1
Paresí;Z;zotêrê;vermelho;1
Terena;A;ápee;existir;1
Terena;A;asa;frio;1
Terena;A;árunoe;moça;1
Terena;A;amôri;netos;1
Terena;A;atoá;seiva;1
Terena;E;epó'e;bola;1
Terena;E;epe;pedir;1
Terena;E;e'sa'i;preço;1
Terena;E;êhho;prêmio;1
Terena;E;eop;sentir;1
Terena;E;êno;ser muito;1
Terena;E;êxe;tampa;1
Terena;H;hirere;alinhar;1
Terena;H;hhepi;caro;1
Terena;H;hiy;dançar;1
Terena;H;hoko;deixar cair;1
Terena;H;ho'i;fugir;1
Terena;H;hí'e;grama, relva;1
Terena;H;hana;grande;1
Terena;H;hami;polido;1
Terena;H;hhêve;pés;1
Terena;H;hô'o;suco;1
Terena;H;hhe;tirar, remover;1
Terena;H;heu;tudo;1
Terena;H;hóvenoeno;velhinha;1
Terena;H;harara;vermelho;1
Terena;H;keho;quebrar;1
Terena;H;keyo;torcer-se;1
Terena;I;ivu'i;cavalgar;1
Terena;I;is;cavar com enxada;1
Terena;I;imo;dormir;1
Terena;I;ima;marido dela;1
Terena;I;isu;matar;1
Terena;I;ikoko;pendurar;1
Terena;I;ípara;presentes;1
Terena;I;im;pôr, colocar;1
Terena;I;ipíxa;remédio;1
Terena;I;ípovo;roupas;1
Terena;I;ipi;tela metálica;1
Terena;I;ítuke;trabalho;1
Terena;K;kôe;estar;1
Terena;K;kásati;está frio;1
Terena;K;kótuti;está quente;1
Terena;K;kotu;ordenhar, tirar leite;1
Terena;K;kam;ouvir;1
Terena;K;keho;quebrar;1
Terena;K;kútea;ser como, igual a;1
Terena;K;keyo;torcer-se;1
Terena;K;kanêti;verme;1
Terena;K;kayu;voltar;1
Terena;L;lapa;leve;1
Terena;L;laka;molhado;1
Terena;L;lapâpe;pão de mandioca;1
Terena;M;mohi;atirar, jogar;1
Terena;M;mita;cair;1
Terena;M;momi;cansado;1
Terena;M;miti;cego;1
Terena;M;matutu;cilíndrico;1
Terena;M;mituti;colher;1
Terena;M;ma'a;descascar;1
Terena;M;miye;estirar, estender;1
Terena;M;manene;estreito;1
Terena;M;muya;fraco;1
Terena;M;mote;pegajoso;1
Terena;M;muyu;podre;1
Terena;M;mure;queimar;1
Terena;M;mixa;rasgar, romper;1
Terena;M;movo;seco;1
Terena;M;mókere;surdo;1
Terena;M;mare;tirar;1
Terena;M;momo;ver;1
Terena;N;nîka;comida;1
Terena;N;noko;necessidade;1
Terena;N;namu;receber;1
Terena;O;otu;quente;1
Terena;P;pêyo;animal doméstico, estimação;1
Terena;P;pasi;espremer;1
Terena;P;pu;gordo;1
Terena;P;pih;ir;1
Terena;P;paya;maduro;1
Terena;P;pahu;mandar;1
Terena;P;piru;mover-se;1
Terena;P;pik;temer;1
Terena;S;suva;amargo;1
Terena;S;sayu;deformar;1
Terena;S;seme;insosso;1
Terena;S;sasa;limpo;1
Terena;T;taru'u;atravessar;1
Terena;T;tetu;cortar;1
Terena;T;tipa;espremer;1
Terena;T;tuvo;mexer;1
Terena;T;Tomi;pingar;1
Terena;T;tono;verde, não maduro;1
Terena;U;upori;coisa;1
Terena;U;ulala;orgulhoso;1
Terena;U;upeno;profundo;1
Terena;U;uhha;tudo, todo, toda;1
Terena;V;voho;esmagar;1
Terena;V;vayu;flexível;1
Terena;V;varere;rasgar, romper;1
Terena;V;vata;sentar;1
Terena;X;xuna, xúnati;forte;1
Terena;X;xemek;rápido;1
Terena;Y;yêno;esposa;1
Terena;Y;yóti;noite;1
Terena;Y;yékoteeno;velhinho;1
Terena;Y;yon;viajar;1
Wapixana;A;aebiae;tapioca;1
Wapixana;A;auatê;arroz;1
Wapixana;A;apidiane boudau;branco (raça);1
Wapixana;A;atoure;jacaré;1
Wapixana;A;amurou;nambu;1
Wapixana;A;apidiane meicurú;preto (raça);1
Wapixana;A;aroue;veado;1
Waurá;A;a'napi;arco-íris;1
Waurá;A;a'sãsu;baga;1
Waurá;A;ahi'napu;caminho;1
Waurá;A;a'pai;canção;1
Waurá;A;aipiaka;escarificar;1
Waurá;A;ali'tsali;esp. de fruta;1
Waurá;A;a'lapi;esp. de planta;1
Waurá;A;alakia;flutuar;1
Waurá;A;a'taka;mesa;1
Waurá;A;a;nossa;1
Waurá;A;a;não;1
Waurá;A;aitsa;não;1
Waurá;A;a, aitsu;nós;1
Waurá;A;aitsu, a;nós;1
Waurá;A;ahapitsa'i;parte do cinto de mulheres;1
Waurá;A;ahãtãin;pequeno, levemente;1
Waurá;A;aipiu'na;pimenta;1
Waurá;A;aisa'palu;pimenta;1
Waurá;A;a'maka;rede;1
Waurá;A;a'tati;vara;1
Waurá;A;ãintya;voar;1
Waurá;A;atiju, atsí, atsiru;avó;1
Waurá;A;atsí, atiju;avó;1
Waurá;A;awij;bom;1
Waurá;A;ata'kahi;capim;1
Waurá;A;ata'mai;casca para amarrar;1
Waurá;A;atika;cavar;1
Waurá;A;amunau;chefe;1
Waurá;A;auintsintya;delicioso;1
Waurá;A;apapáatai;espírito, demônio;1
Waurá;A;apujuka;ferver;1
Waurá;A;awanakáta;mandar;1
Waurá;A;asaata;mostrar;1
Waurá;A;ata;árvore, madeira;1
Wapixana;B;biibi;beijar         - biibi;1
Wapixana;B;bourau;branco;1
Wapixana;B;bucaepape;cinco;1
Wapixana;B;baerruae;cumeeira;1
Wapixana;B;baucuacae (= o total dos dedos das mãos);dez;1
Wapixana;B;baerapá-bararapa;dezesseis;1
Wapixana;B;baeretei;dois;1
Wapixana;B;baeretei-baucuacae;doze;1
Wapixana;B;baery;flecha;1
Wapixana;B;bibii;mamar;1
Wapixana;B;badaiqué bacaenite;nove;1
Wapixana;B;baecupapo;nós;1
Wapixana;B;baerapá-baucuacae;onze;1
Wapixana;B;bai;pato;1
Wapixana;B;baery udaco;ponta da flecha;1
Wapixana;B;baquira;porco caititu;1
Wapixana;B;bitia;porco queixada;1
Wapixana;B;badaiqué-baucuacae;quatorze;1
Wapixana;B;badaiqué;quatro;1
Wapixana;B;bararapa (= total dos dedos das duas mãos mais os dedos de um pé);quinze;1
Wapixana;B;bacare;rato;1
Wapixana;B;baerapá bacaenite (bacaenite = os dedos de cada mão);seis;1
Wapixana;B;baeretei bacaenite;sete;1
Wapixana;B;baerapá;um;1
Wapixana;B;baerapá-apidiana (um + o indivíduo, quer dizer: uma pessoa ou todos os dedos de uma pessoa);vinte;1
Waurá;B;batuhuzi;avó;1
Wapixana;C;carrare;Galinha;1
Wapixana;C;cuy;amarrar;1
Wapixana;C;coudoue;anta;1
Wapixana;C;cubaue;anzol;1
Wapixana;C;carraro;arara azul;1
Wapixana;C;carrê;batata-doce;1
Wapixana;C;cabane;casa;1
Wapixana;C;chibiéinhame;cobertura da casa;1
Wapixana;C;courrarra;cobra;1
Wapixana;C;cuanhuapo;costurar;1
Wapixana;C;curicau;ele;1
Wapixana;C;cupae-rimade;escama;1
Wapixana;C;caraive;estrangeiro;1
Wapixana;C;camaiche;feijão;1
Wapixana;C;choupa;jabuti;1
Wapixana;C;carassai;jeju;1
Wapixana;C;canarre;mandioca;1
Wapixana;C;camae;morrer;1
Wapixana;C;cabaquidibiarre;parede;1
Wapixana;C;cupaeche;peixe (genérico);1
Wapixana;C;curiu;verde;1
Waurá;C;Cehin;facão, machete;1
Waurá;C;Ce'tu;joelho;1
Waurá;C;Cénen'tipe;pedra de giz;1
Waurá;C;Calããta'pa;prego;1
Waurá;C;Cana'la;remédio;1
Wapixana;D;dada;arara vermelha;1
Waurá;E;enu;alto;1
Waurá;E;eji;carvão;1
Waurá;E;elele;chorar;1
Waurá;E;enenpi;cipó;1
Waurá;E;e'yusi;coador;1
Waurá;E;éjikujáta;esperar;1
Waurá;E;éityuapa;esquentar;1
Waurá;E;eteme;examinar, compreender;1
Waurá;E;e'nija;homem;1
Waurá;E;e'nija;jovem, moço;1
Waurá;E;e'pi;machado;1
Waurá;E;eteme;ouvir, sentir;1
Waurá;E;e'mun;pão de milho;1
Waurá;E;eleke'pe;rede, tarrafa;1
Waurá;E;e'tene;remo;1
Waurá;E;emetsua;roubar;1
Waurá;E;epete;ver;1
Waurá;G;ganaa'ti;lápis, objeto para escrever;1
Waurá;G;gatakija;língua, idioma;1
Waurá;H;he'jeti;amendoim;1
Waurá;H;haka'na;cabaça;1
